date,day_index,day_of_week,lunch_period,menu_item,item_category,component_type,sealed_or_whole,cold_chain_required,planned_count,staged_count,selected_count,unopened_return_count,share_table_pickup_count,afterschool_pickup_count,discarded_count,tray_waste_kg,expected_attendance,actual_attendance,expected_lunch_period_attendance,actual_lunch_period_attendance,weather_tag,event_tag,entree,entree_popularity_score,line_position,share_table_monitor,cooler_capacity,afterschool_activity_count,stockout_occurred,intervention_used,estimated_kg_diverted,estimated_co2e_avoided,estimated_cost_protected,kg_per_item,cost_per_item,co2e_kg_per_item,ghost_component_rate,high_ghost_risk
2026-08-28,258,Friday,2,white milk,cold beverage,milk,1,1,284,284,276,64,3,1,60,0.49,980,1019,472,474,hot,normal,taco tray,0.549,before_cashier,0,0,88,0,none,0.96,1.32,1.68,0.24,0.42,0.33,0.2319,1
2026-08-28,258,Friday,2,chocolate milk,cold beverage,milk,1,1,202,202,188,25,1,1,23,0.0,980,1019,472,474,hot,normal,taco tray,0.378,before_cashier,0,0,88,0,none,0.48,0.68,0.88,0.24,0.44,0.34,0.133,1
2026-08-28,258,Friday,2,apple,whole fruit,fruit,1,0,221,221,195,73,8,13,52,0.0,980,1019,472,474,hot,normal,taco tray,0.449,before_cashier,0,0,88,0,none,3.78,1.68,7.56,0.18,0.36,0.08,0.3744,1
2026-08-28,258,Friday,2,banana,whole fruit,fruit,1,0,156,156,148,38,7,5,26,2.59,980,1019,472,474,hot,normal,taco tray,0.335,before_cashier,0,0,88,0,none,1.68,0.84,4.08,0.14,0.34,0.07,0.2568,1
2026-08-28,258,Friday,2,fruit cup,sealed side,fruit,1,0,145,145,120,9,0,2,7,0.56,980,1019,472,474,hot,normal,taco tray,0.279,after_entree,0,0,88,0,none,0.24,0.2,1.1,0.12,0.55,0.1,0.075,0
2026-08-28,258,Friday,2,baby carrots,sealed side,vegetable,1,0,134,134,129,37,7,4,26,0.0,980,1019,472,474,hot,normal,taco tray,0.262,before_cashier,0,0,88,0,none,0.99,0.66,4.18,0.09,0.38,0.06,0.2868,1
2026-08-28,258,Friday,2,yogurt cup,sealed side,protein side,1,1,88,88,85,6,0,0,6,0.16,980,1019,472,474,hot,normal,taco tray,0.181,after_entree,0,0,88,0,none,0.0,0.0,0.0,0.17,0.7,0.25,0.0706,0
2026-08-28,258,Friday,2,granola pack,sealed side,grain,1,0,94,94,94,4,0,0,4,0.0,980,1019,472,474,hot,normal,taco tray,0.197,after_entree,0,0,88,0,none,0.0,0.0,0.0,0.04,0.32,0.06,0.0426,0
2026-08-28,258,Friday,2,veggie wrap,cold entree,entree,1,1,84,84,84,12,1,0,11,0.39,980,1019,472,474,hot,normal,taco tray,0.172,entree_station,0,0,88,0,none,0.3,0.55,1.75,0.3,1.75,0.55,0.1429,0
2026-08-28,258,Friday,2,taco tray,hot entree,entree,0,0,194,194,155,0,0,0,0,1.47,980,1019,472,474,hot,normal,taco tray,0.37,entree_station,0,0,88,0,none,0.0,0.0,0.0,0.33,1.58,0.68,0.0,0
2026-08-31,259,Monday,1,white milk,cold beverage,milk,1,1,321,321,320,84,2,1,81,1.36,978,953,511,511,hot,normal,cheese pizza,0.592,after_entree,0,0,135,0,line_reposition,0.72,0.99,1.26,0.24,0.42,0.33,0.2625,1
2026-08-31,259,Monday,1,chocolate milk,cold beverage,milk,1,1,229,229,194,23,0,0,23,1.06,978,953,511,511,hot,normal,cheese pizza,0.42,after_entree,0,0,135,0,line_reposition,0.0,0.0,0.0,0.24,0.44,0.34,0.1186,0
2026-08-31,259,Monday,1,apple,whole fruit,fruit,1,0,256,256,192,32,3,10,19,1.96,978,953,511,511,hot,normal,cheese pizza,0.436,after_entree,0,0,135,0,line_reposition,2.34,1.04,4.68,0.18,0.36,0.08,0.1667,1
2026-08-31,259,Monday,1,banana,whole fruit,fruit,1,0,177,177,170,28,5,6,17,0.41,978,953,511,511,hot,normal,cheese pizza,0.335,after_entree,0,0,135,0,line_reposition,1.54,0.77,3.74,0.14,0.34,0.07,0.1647,1
2026-08-31,259,Monday,1,fruit cup,sealed side,fruit,1,0,144,144,144,10,2,3,5,0.54,978,953,511,511,hot,normal,cheese pizza,0.271,after_entree,0,0,135,0,line_reposition,0.6,0.5,2.75,0.12,0.55,0.1,0.0694,0
2026-08-31,259,Monday,1,baby carrots,sealed side,vegetable,1,0,147,147,144,29,6,4,19,1.64,978,953,511,511,hot,normal,cheese pizza,0.262,after_entree,0,0,135,0,line_reposition,0.9,0.6,3.8,0.09,0.38,0.06,0.2014,1
2026-08-31,259,Monday,1,yogurt cup,sealed side,protein side,1,1,95,95,90,3,0,0,3,0.0,978,953,511,511,hot,normal,cheese pizza,0.181,after_entree,0,0,135,0,line_reposition,0.0,0.0,0.0,0.17,0.7,0.25,0.0333,0
2026-08-31,259,Monday,1,granola pack,sealed side,grain,1,0,101,101,88,4,0,0,4,0.0,978,953,511,511,hot,normal,cheese pizza,0.197,after_entree,0,0,135,0,line_reposition,0.0,0.0,0.0,0.04,0.32,0.06,0.0455,0
2026-08-31,259,Monday,1,veggie wrap,cold entree,entree,1,1,103,103,74,8,2,0,6,0.0,978,953,511,511,hot,normal,cheese pizza,0.172,entree_station,0,0,135,0,line_reposition,0.6,1.1,3.5,0.3,1.75,0.55,0.1081,0
2026-08-31,259,Monday,1,cheese pizza,hot entree,entree,0,0,271,271,271,0,0,0,0,1.33,978,953,511,511,hot,normal,cheese pizza,0.499,entree_station,0,0,135,1,line_reposition,0.0,0.0,0.0,0.28,1.25,0.7,0.0,0
2026-08-31,259,Monday,2,white milk,cold beverage,milk,1,1,314,314,299,54,1,0,53,0.0,978,953,468,475,hot,normal,cheese pizza,0.609,before_cashier,0,0,135,0,none,0.24,0.33,0.42,0.24,0.42,0.33,0.1806,1
2026-08-31,259,Monday,2,chocolate milk,cold beverage,milk,1,1,218,218,195,24,1,1,22,0.88,978,953,468,475,hot,normal,cheese pizza,0.42,before_cashier,0,0,135,0,none,0.48,0.68,0.88,0.24,0.44,0.34,0.1231,1
2026-08-31,259,Monday,2,apple,whole fruit,fruit,1,0,208,208,208,68,13,23,32,1.0,978,953,468,475,hot,normal,cheese pizza,0.449,before_cashier,0,0,135,1,none,6.48,2.88,12.96,0.18,0.36,0.08,0.3269,1
2026-08-31,259,Monday,2,banana,whole fruit,fruit,1,0,177,177,163,45,4,16,25,0.47,978,953,468,475,hot,normal,cheese pizza,0.335,before_cashier,0,0,135,0,none,2.8,1.4,6.8,0.14,0.34,0.07,0.2761,1
2026-08-31,259,Monday,2,fruit cup,sealed side,fruit,1,0,146,146,146,15,2,4,9,1.22,978,953,468,475,hot,normal,cheese pizza,0.279,after_entree,0,0,135,1,none,0.72,0.6,3.3,0.12,0.55,0.1,0.1027,0
2026-08-31,259,Monday,2,baby carrots,sealed side,vegetable,1,0,127,127,127,22,0,8,14,0.35,978,953,468,475,hot,normal,cheese pizza,0.262,before_cashier,0,0,135,0,none,0.72,0.48,3.04,0.09,0.38,0.06,0.1732,1
2026-08-31,259,Monday,2,yogurt cup,sealed side,protein side,1,1,89,89,81,8,0,0,8,0.0,978,953,468,475,hot,normal,cheese pizza,0.181,after_entree,0,0,135,0,none,0.0,0.0,0.0,0.17,0.7,0.25,0.0988,0
2026-08-31,259,Monday,2,granola pack,sealed side,grain,1,0,103,103,80,10,0,2,8,1.76,978,953,468,475,hot,normal,cheese pizza,0.197,after_entree,0,0,135,0,none,0.08,0.12,0.64,0.04,0.32,0.06,0.125,0
2026-08-31,259,Monday,2,veggie wrap,cold entree,entree,1,1,87,87,77,20,0,1,19,0.19,978,953,468,475,hot,normal,cheese pizza,0.172,entree_station,0,0,135,0,none,0.3,0.55,1.75,0.3,1.75,0.55,0.2597,1
2026-08-31,259,Monday,2,cheese pizza,hot entree,entree,0,0,260,260,222,0,0,0,0,2.37,978,953,468,475,hot,normal,cheese pizza,0.499,entree_station,0,0,135,0,none,0.0,0.0,0.0,0.28,1.25,0.7,0.0,0
2026-09-01,260,Tuesday,1,white milk,cold beverage,milk,1,1,296,296,283,56,0,5,51,0.0,970,957,507,518,normal,sports_away,cheese pizza,0.563,before_cashier,0,0,187,0,none,1.2,1.65,2.1,0.24,0.42,0.33,0.1979,1
2026-09-01,260,Tuesday,1,chocolate milk,cold beverage,milk,1,1,220,220,184,28,2,1,25,0.83,970,957,507,518,normal,sports_away,cheese pizza,0.4,before_cashier,0,0,187,0,none,0.72,1.02,1.32,0.24,0.44,0.34,0.1522,1
2026-09-01,260,Tuesday,1,apple,whole fruit,fruit,1,0,231,231,231,63,13,21,29,1.72,970,957,507,518,normal,sports_away,cheese pizza,0.436,before_cashier,0,0,187,1,none,6.12,2.72,12.24,0.18,0.36,0.08,0.2727,1
2026-09-01,260,Tuesday,1,banana,whole fruit,fruit,1,0,165,165,159,26,3,9,14,1.91,970,957,507,518,normal,sports_away,cheese pizza,0.335,before_cashier,0,0,187,0,none,1.68,0.84,4.08,0.14,0.34,0.07,0.1635,1
2026-09-01,260,Tuesday,1,fruit cup,sealed side,fruit,1,0,142,142,128,9,1,4,4,0.0,970,957,507,518,normal,sports_away,cheese pizza,0.271,after_entree,0,0,187,0,none,0.6,0.5,2.75,0.12,0.55,0.1,0.0703,0
2026-09-01,260,Tuesday,1,baby carrots,sealed side,vegetable,1,0,133,133,133,25,2,12,11,0.58,970,957,507,518,normal,sports_away,cheese pizza,0.262,before_cashier,0,0,187,1,none,1.26,0.84,5.32,0.09,0.38,0.06,0.188,1
2026-09-01,260,Tuesday,1,yogurt cup,sealed side,protein side,1,1,95,95,95,9,0,0,9,0.0,970,957,507,518,normal,sports_away,cheese pizza,0.181,after_entree,0,0,187,1,none,0.0,0.0,0.0,0.17,0.7,0.25,0.0947,0
2026-09-01,260,Tuesday,1,granola pack,sealed side,grain,1,0,110,110,85,0,0,0,0,0.0,970,957,507,518,normal,sports_away,cheese pizza,0.197,after_entree,0,0,187,0,none,0.0,0.0,0.0,0.04,0.32,0.06,0.0,0
2026-09-01,260,Tuesday,1,veggie wrap,cold entree,entree,1,1,94,94,87,9,0,1,8,0.49,970,957,507,518,normal,sports_away,cheese pizza,0.172,entree_station,0,0,187,0,none,0.3,0.55,1.75,0.3,1.75,0.55,0.1034,0
2026-09-01,260,Tuesday,1,cheese pizza,hot entree,entree,0,0,271,271,206,0,0,0,0,0.42,970,957,507,518,normal,sports_away,cheese pizza,0.499,entree_station,0,0,187,0,none,0.0,0.0,0.0,0.28,1.25,0.7,0.0,0
2026-09-01,260,Tuesday,2,white milk,cold beverage,milk,1,1,279,279,249,46,2,1,43,0.26,970,957,480,445,normal,sports_away,cheese pizza,0.58,after_entree,0,0,187,0,line_reposition,0.72,0.99,1.26,0.24,0.42,0.33,0.1847,1
2026-09-01,260,Tuesday,2,chocolate milk,cold beverage,milk,1,1,188,188,179,29,0,2,27,0.0,970,957,480,445,normal,sports_away,cheese pizza,0.4,after_entree,0,0,187,0,line_reposition,0.48,0.68,0.88,0.24,0.44,0.34,0.162,1
2026-09-01,260,Tuesday,2,apple,whole fruit,fruit,1,0,230,230,173,34,7,8,19,1.37,970,957,480,445,normal,sports_away,cheese pizza,0.449,after_entree,0,0,187,0,line_reposition,2.7,1.2,5.4,0.18,0.36,0.08,0.1965,1
2026-09-01,260,Tuesday,2,banana,whole fruit,fruit,1,0,171,171,131,19,3,5,11,0.28,970,957,480,445,normal,sports_away,cheese pizza,0.335,after_entree,0,0,187,0,line_reposition,1.12,0.56,2.72,0.14,0.34,0.07,0.145,0
2026-09-01,260,Tuesday,2,fruit cup,sealed side,fruit,1,0,144,144,130,20,2,9,9,0.0,970,957,480,445,normal,sports_away,cheese pizza,0.279,after_entree,0,0,187,0,line_reposition,1.32,1.1,6.05,0.12,0.55,0.1,0.1538,1
2026-09-01,260,Tuesday,2,baby carrots,sealed side,vegetable,1,0,138,138,129,23,2,3,18,0.0,970,957,480,445,normal,sports_away,cheese pizza,0.262,after_entree,0,0,187,0,line_reposition,0.45,0.3,1.9,0.09,0.38,0.06,0.1783,1
2026-09-01,260,Tuesday,2,yogurt cup,sealed side,protein side,1,1,92,92,65,9,0,0,9,0.0,970,957,480,445,normal,sports_away,cheese pizza,0.181,after_entree,0,0,187,0,line_reposition,0.0,0.0,0.0,0.17,0.7,0.25,0.1385,0
2026-09-01,260,Tuesday,2,granola pack,sealed side,grain,1,0,102,102,100,6,1,2,3,0.0,970,957,480,445,normal,sports_away,cheese pizza,0.197,after_entree,0,0,187,0,line_reposition,0.12,0.18,0.96,0.04,0.32,0.06,0.06,0
2026-09-01,260,Tuesday,2,veggie wrap,cold entree,entree,1,1,92,92,48,7,0,0,7,0.78,970,957,480,445,normal,sports_away,cheese pizza,0.172,entree_station,0,0,187,0,line_reposition,0.0,0.0,0.0,0.3,1.75,0.55,0.1458,0
2026-09-01,260,Tuesday,2,cheese pizza,hot entree,entree,0,0,265,265,192,0,0,0,0,2.05,970,957,480,445,normal,sports_away,cheese pizza,0.499,entree_station,0,0,187,0,line_reposition,0.0,0.0,0.0,0.28,1.25,0.7,0.0,0
2026-09-02,261,Wednesday,1,white milk,cold beverage,milk,1,1,296,296,296,68,0,2,66,1.27,970,1010,512,522,normal,normal,pasta bowl,0.543,before_cashier,0,0,188,1,none,0.48,0.66,0.84,0.24,0.42,0.33,0.2297,1
2026-09-02,261,Wednesday,1,chocolate milk,cold beverage,milk,1,1,224,224,175,23,0,2,21,0.72,970,1010,512,522,normal,normal,pasta bowl,0.385,before_cashier,0,0,188,0,none,0.48,0.68,0.88,0.24,0.44,0.34,0.1314,1
2026-09-02,261,Wednesday,1,apple,whole fruit,fruit,1,0,241,241,223,71,23,16,32,0.0,970,1010,512,522,normal,normal,pasta bowl,0.436,before_cashier,0,0,188,0,none,7.02,3.12,14.04,0.18,0.36,0.08,0.3184,1
2026-09-02,261,Wednesday,1,banana,whole fruit,fruit,1,0,174,174,162,31,6,10,15,1.77,970,1010,512,522,normal,normal,pasta bowl,0.335,before_cashier,0,0,188,0,none,2.24,1.12,5.44,0.14,0.34,0.07,0.1914,1
2026-09-02,261,Wednesday,1,fruit cup,sealed side,fruit,1,0,153,153,153,12,2,5,5,0.0,970,1010,512,522,normal,normal,pasta bowl,0.271,after_entree,0,0,188,0,none,0.84,0.7,3.85,0.12,0.55,0.1,0.0784,0
2026-09-02,261,Wednesday,1,baby carrots,sealed side,vegetable,1,0,140,140,128,30,4,7,19,0.0,970,1010,512,522,normal,normal,pasta bowl,0.262,before_cashier,0,0,188,0,none,0.99,0.66,4.18,0.09,0.38,0.06,0.2344,1
2026-09-02,261,Wednesday,1,yogurt cup,sealed side,protein side,1,1,104,104,103,3,0,1,2,2.44,970,1010,512,522,normal,normal,pasta bowl,0.181,after_entree,0,0,188,0,none,0.17,0.25,0.7,0.17,0.7,0.25,0.0291,0
2026-09-02,261,Wednesday,1,granola pack,sealed side,grain,1,0,112,112,89,0,0,0,0,0.0,970,1010,512,522,normal,normal,pasta bowl,0.197,after_entree,0,0,188,0,none,0.0,0.0,0.0,0.04,0.32,0.06,0.0,0
2026-09-02,261,Wednesday,1,pasta bowl,hot entree,entree,0,0,216,216,178,0,0,0,0,2.56,970,1010,512,522,normal,normal,pasta bowl,0.36,entree_station,0,0,188,0,none,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2026-09-02,261,Wednesday,1,veggie wrap,cold entree,entree,1,1,104,104,104,14,0,0,14,2.59,970,1010,512,522,normal,normal,pasta bowl,0.172,entree_station,0,0,188,0,none,0.0,0.0,0.0,0.3,1.75,0.55,0.1346,0
2026-09-02,261,Wednesday,2,white milk,cold beverage,milk,1,1,269,229,229,48,2,1,45,1.99,970,1010,458,461,normal,normal,pasta bowl,0.559,before_cashier,0,0,188,1,two_wave_staging,0.72,0.99,1.26,0.24,0.42,0.33,0.2096,1
2026-09-02,261,Wednesday,2,chocolate milk,cold beverage,milk,1,1,178,140,140,34,3,2,29,0.0,970,1010,458,461,normal,normal,pasta bowl,0.385,before_cashier,0,0,188,1,two_wave_staging,1.2,1.7,2.2,0.24,0.44,0.34,0.2429,1
2026-09-02,261,Wednesday,2,apple,whole fruit,fruit,1,0,212,212,212,63,9,24,30,0.0,970,1010,458,461,normal,normal,pasta bowl,0.449,before_cashier,0,0,188,1,two_wave_staging,5.94,2.64,11.88,0.18,0.36,0.08,0.2972,1
2026-09-02,261,Wednesday,2,banana,whole fruit,fruit,1,0,165,165,161,27,7,5,15,0.18,970,1010,458,461,normal,normal,pasta bowl,0.335,before_cashier,0,0,188,0,two_wave_staging,1.68,0.84,4.08,0.14,0.34,0.07,0.1677,1
2026-09-02,261,Wednesday,2,fruit cup,sealed side,fruit,1,0,141,141,126,14,4,4,6,0.15,970,1010,458,461,normal,normal,pasta bowl,0.279,after_entree,0,0,188,0,two_wave_staging,0.96,0.8,4.4,0.12,0.55,0.1,0.1111,0
2026-09-02,261,Wednesday,2,baby carrots,sealed side,vegetable,1,0,125,125,124,25,6,7,12,0.0,970,1010,458,461,normal,normal,pasta bowl,0.262,before_cashier,0,0,188,0,two_wave_staging,1.17,0.78,4.94,0.09,0.38,0.06,0.2016,1
2026-09-02,261,Wednesday,2,yogurt cup,sealed side,protein side,1,1,91,79,76,7,0,0,7,0.68,970,1010,458,461,normal,normal,pasta bowl,0.181,after_entree,0,0,188,0,two_wave_staging,0.0,0.0,0.0,0.17,0.7,0.25,0.0921,0
2026-09-02,261,Wednesday,2,granola pack,sealed side,grain,1,0,98,98,84,9,2,1,6,1.12,970,1010,458,461,normal,normal,pasta bowl,0.197,after_entree,0,0,188,0,two_wave_staging,0.12,0.18,0.96,0.04,0.32,0.06,0.1071,0
2026-09-02,261,Wednesday,2,pasta bowl,hot entree,entree,0,0,178,178,144,0,0,0,0,1.78,970,1010,458,461,normal,normal,pasta bowl,0.36,entree_station,0,0,188,0,two_wave_staging,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2026-09-02,261,Wednesday,2,veggie wrap,cold entree,entree,1,1,87,68,68,13,1,2,10,1.6,970,1010,458,461,normal,normal,pasta bowl,0.172,entree_station,0,0,188,1,two_wave_staging,0.9,1.65,5.25,0.3,1.75,0.55,0.1912,0
2026-09-03,262,Thursday,1,white milk,cold beverage,milk,1,1,301,301,292,68,29,16,23,0.08,981,988,504,544,normal,sports_away,pasta bowl,0.543,before_cashier,1,75,232,0,none,10.8,14.85,18.9,0.24,0.42,0.33,0.2329,1
2026-09-03,262,Thursday,1,chocolate milk,cold beverage,milk,1,1,220,220,204,36,13,11,12,0.68,981,988,504,544,normal,sports_away,pasta bowl,0.385,before_cashier,1,75,232,0,none,5.76,8.16,10.56,0.24,0.44,0.34,0.1765,1
2026-09-03,262,Thursday,1,apple,whole fruit,fruit,1,0,254,254,219,69,21,13,35,2.05,981,988,504,544,normal,sports_away,pasta bowl,0.436,before_cashier,1,75,232,0,none,6.12,2.72,12.24,0.18,0.36,0.08,0.3151,1
2026-09-03,262,Thursday,1,banana,whole fruit,fruit,1,0,174,174,174,27,13,4,10,0.0,981,988,504,544,normal,sports_away,pasta bowl,0.335,before_cashier,1,75,232,1,none,2.38,1.19,5.78,0.14,0.34,0.07,0.1552,1
2026-09-03,262,Thursday,1,fruit cup,sealed side,fruit,1,0,160,160,142,16,7,2,7,0.89,981,988,504,544,normal,sports_away,pasta bowl,0.271,after_entree,1,75,232,0,none,1.08,0.9,4.95,0.12,0.55,0.1,0.1127,0
2026-09-03,262,Thursday,1,baby carrots,sealed side,vegetable,1,0,137,137,122,29,15,7,7,0.4,981,988,504,544,normal,sports_away,pasta bowl,0.262,before_cashier,1,75,232,0,none,1.98,1.32,8.36,0.09,0.38,0.06,0.2377,1
2026-09-03,262,Thursday,1,yogurt cup,sealed side,protein side,1,1,96,96,96,7,2,2,3,0.42,981,988,504,544,normal,sports_away,pasta bowl,0.181,after_entree,1,75,232,0,none,0.68,1.0,2.8,0.17,0.7,0.25,0.0729,0
2026-09-03,262,Thursday,1,granola pack,sealed side,grain,1,0,108,108,105,2,1,0,1,0.0,981,988,504,544,normal,sports_away,pasta bowl,0.197,after_entree,1,75,232,0,none,0.04,0.06,0.32,0.04,0.32,0.06,0.019,0
2026-09-03,262,Thursday,1,pasta bowl,hot entree,entree,0,0,189,189,189,0,0,0,0,1.24,981,988,504,544,normal,sports_away,pasta bowl,0.36,entree_station,1,75,232,1,none,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2026-09-03,262,Thursday,1,veggie wrap,cold entree,entree,1,1,90,90,90,10,7,3,0,0.01,981,988,504,544,normal,sports_away,pasta bowl,0.172,entree_station,1,75,232,0,none,3.0,5.5,17.5,0.3,1.75,0.55,0.1111,0
2026-09-03,262,Thursday,2,white milk,cold beverage,milk,1,1,280,280,235,49,25,10,14,0.0,981,988,471,460,normal,sports_away,pasta bowl,0.559,after_entree,1,75,232,0,line_reposition,8.4,11.55,14.7,0.24,0.42,0.33,0.2085,1
2026-09-03,262,Thursday,2,chocolate milk,cold beverage,milk,1,1,191,191,183,32,11,10,11,1.59,981,988,471,460,normal,sports_away,pasta bowl,0.385,after_entree,1,75,232,0,line_reposition,5.04,7.14,9.24,0.24,0.44,0.34,0.1749,1
2026-09-03,262,Thursday,2,apple,whole fruit,fruit,1,0,218,218,218,44,18,7,19,0.0,981,988,471,460,normal,sports_away,pasta bowl,0.449,after_entree,1,75,232,0,line_reposition,4.5,2.0,9.0,0.18,0.36,0.08,0.2018,1
2026-09-03,262,Thursday,2,banana,whole fruit,fruit,1,0,176,176,151,18,11,1,6,1.58,981,988,471,460,normal,sports_away,pasta bowl,0.335,after_entree,1,75,232,0,line_reposition,1.68,0.84,4.08,0.14,0.34,0.07,0.1192,0
2026-09-03,262,Thursday,2,fruit cup,sealed side,fruit,1,0,139,139,138,22,10,8,4,0.52,981,988,471,460,normal,sports_away,pasta bowl,0.279,after_entree,1,75,232,0,line_reposition,2.16,1.8,9.9,0.12,0.55,0.1,0.1594,1
2026-09-03,262,Thursday,2,baby carrots,sealed side,vegetable,1,0,129,129,110,27,8,7,12,0.0,981,988,471,460,normal,sports_away,pasta bowl,0.262,after_entree,1,75,232,0,line_reposition,1.35,0.9,5.7,0.09,0.38,0.06,0.2455,1
2026-09-03,262,Thursday,2,yogurt cup,sealed side,protein side,1,1,96,96,85,3,1,0,2,2.22,981,988,471,460,normal,sports_away,pasta bowl,0.181,after_entree,1,75,232,0,line_reposition,0.17,0.25,0.7,0.17,0.7,0.25,0.0353,0
2026-09-03,262,Thursday,2,granola pack,sealed side,grain,1,0,98,98,94,4,2,2,0,2.68,981,988,471,460,normal,sports_away,pasta bowl,0.197,after_entree,1,75,232,0,line_reposition,0.16,0.24,1.28,0.04,0.32,0.06,0.0426,0
2026-09-03,262,Thursday,2,pasta bowl,hot entree,entree,0,0,175,175,175,0,0,0,0,1.85,981,988,471,460,normal,sports_away,pasta bowl,0.36,entree_station,1,75,232,0,line_reposition,0.0,0.0,0.0,0.38,1.5,0.76,0.0,0
2026-09-03,262,Thursday,2,veggie wrap,cold entree,entree,1,1,86,86,80,10,2,2,6,0.0,981,988,471,460,normal,sports_away,pasta bowl,0.172,entree_station,1,75,232,0,line_reposition,1.2,2.2,7.0,0.3,1.75,0.55,0.125,0
2026-09-04,263,Friday,1,white milk,cold beverage,milk,1,1,305,305,244,62,18,8,36,0.0,964,964,508,494,normal,normal,cheese pizza,0.563,before_cashier,1,75,97,0,none,6.24,8.58,10.92,0.24,0.42,0.33,0.2541,1
2026-09-04,263,Friday,1,chocolate milk,cold beverage,milk,1,1,220,220,197,29,9,3,17,1.32,964,964,508,494,normal,normal,cheese pizza,0.4,before_cashier,1,75,97,0,none,2.88,4.08,5.28,0.24,0.44,0.34,0.1472,1
2026-09-04,263,Friday,1,apple,whole fruit,fruit,1,0,222,222,193,58,26,9,23,0.0,964,964,508,494,normal,normal,cheese pizza,0.436,before_cashier,1,75,97,0,none,6.3,2.8,12.6,0.18,0.36,0.08,0.3005,1
2026-09-04,263,Friday,1,banana,whole fruit,fruit,1,0,175,175,158,34,13,3,18,0.0,964,964,508,494,normal,normal,cheese pizza,0.335,before_cashier,1,75,97,0,none,2.24,1.12,5.44,0.14,0.34,0.07,0.2152,1
2026-09-04,263,Friday,1,fruit cup,sealed side,fruit,1,0,143,143,112,10,1,1,8,0.0,964,964,508,494,normal,normal,cheese pizza,0.271,after_entree,1,75,97,0,none,0.24,0.2,1.1,0.12,0.55,0.1,0.0893,0
2026-09-04,263,Friday,1,baby carrots,sealed side,vegetable,1,0,136,136,131,29,9,2,18,1.02,964,964,508,494,normal,normal,cheese pizza,0.262,before_cashier,1,75,97,0,none,0.99,0.66,4.18,0.09,0.38,0.06,0.2214,1
2026-09-04,263,Friday,1,yogurt cup,sealed side,protein side,1,1,98,98,76,2,0,1,1,0.04,964,964,508,494,normal,normal,cheese pizza,0.181,after_entree,1,75,97,0,none,0.17,0.25,0.7,0.17,0.7,0.25,0.0263,0
2026-09-04,263,Friday,1,granola pack,sealed side,grain,1,0,108,108,79,2,2,0,0,0.26,964,964,508,494,normal,normal,cheese pizza,0.197,after_entree,1,75,97,0,none,0.08,0.12,0.64,0.04,0.32,0.06,0.0253,0
2026-09-04,263,Friday,1,veggie wrap,cold entree,entree,1,1,96,96,96,11,4,3,4,0.0,964,964,508,494,normal,normal,cheese pizza,0.172,entree_station,1,75,97,1,none,2.1,3.85,12.25,0.3,1.75,0.55,0.1146,0
2026-09-04,263,Friday,1,cheese pizza,hot entree,entree,0,0,279,279,233,0,0,0,0,0.79,964,964,508,494,normal,normal,cheese pizza,0.499,entree_station,1,75,97,0,none,0.0,0.0,0.0,0.28,1.25,0.7,0.0,0
2026-09-04,263,Friday,2,white milk,cold beverage,milk,1,1,269,269,269,52,20,8,24,0.0,964,964,456,472,normal,normal,cheese pizza,0.58,after_entree,1,75,97,1,line_reposition,6.72,9.24,11.76,0.24,0.42,0.33,0.1933,1
2026-09-04,263,Friday,2,chocolate milk,cold beverage,milk,1,1,178,178,178,24,9,2,13,0.01,964,964,456,472,normal,normal,cheese pizza,0.4,after_entree,1,75,97,1,line_reposition,2.64,3.74,4.84,0.24,0.44,0.34,0.1348,1
2026-09-04,263,Friday,2,apple,whole fruit,fruit,1,0,211,211,209,49,18,6,25,0.85,964,964,456,472,normal,normal,cheese pizza,0.449,after_entree,1,75,97,0,line_reposition,4.32,1.92,8.64,0.18,0.36,0.08,0.2344,1
2026-09-04,263,Friday,2,banana,whole fruit,fruit,1,0,160,160,160,26,10,2,14,1.02,964,964,456,472,normal,normal,cheese pizza,0.335,after_entree,1,75,97,1,line_reposition,1.68,0.84,4.08,0.14,0.34,0.07,0.1625,1
2026-09-04,263,Friday,2,fruit cup,sealed side,fruit,1,0,131,131,126,10,8,1,1,0.0,964,964,456,472,normal,normal,cheese pizza,0.279,after_entree,1,75,97,0,line_reposition,1.08,0.9,4.95,0.12,0.55,0.1,0.0794,0
2026-09-04,263,Friday,2,baby carrots,sealed side,vegetable,1,0,124,124,118,22,8,2,12,0.33,964,964,456,472,normal,normal,cheese pizza,0.262,after_entree,1,75,97,0,line_reposition,0.9,0.6,3.8,0.09,0.38,0.06,0.1864,1
2026-09-04,263,Friday,2,yogurt cup,sealed side,protein side,1,1,94,94,74,8,0,3,5,1.18,964,964,456,472,normal,normal,cheese pizza,0.181,after_entree,1,75,97,0,line_reposition,0.51,0.75,2.1,0.17,0.7,0.25,0.1081,0
2026-09-04,263,Friday,2,granola pack,sealed side,grain,1,0,91,91,91,4,2,0,2,1.38,964,964,456,472,normal,normal,cheese pizza,0.197,after_entree,1,75,97,1,line_reposition,0.08,0.12,0.64,0.04,0.32,0.06,0.044,0
